benchmark,image_id,label,e20_vs_e24_transition,e21_vs_e24_transition,generator,device_family
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (14),Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (15),Real,E20_correct__E24_correct,E21_wrong__E24_correct,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (2),Real,E20_correct__E24_correct,E21_correct__E24_correct,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (3),Real,E20_correct__E24_correct,E21_correct__E24_correct,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (4),Real,E20_correct__E24_correct,E21_correct__E24_correct,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (5),Real,E20_correct__E24_wrong,E21_correct__E24_wrong,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (7),Real,E20_correct__E24_correct,E21_correct__E24_correct,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM (8),Real,E20_wrong__E24_wrong,E21_wrong__E24_wrong,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.44.11 PM,Real,E20_correct__E24_correct,E21_wrong__E24_correct,none,smartphone_unknown
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.50.51 PM,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.56.02 PM (1),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.56.02 PM (2),AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.56.02 PM (3),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 3.56.02 PM,AI,E20_correct__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.17 PM (1),AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.17 PM (2),AI,E20_wrong__E24_correct,E21_wrong__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.17 PM (3),AI,E20_wrong__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.17 PM (4),AI,E20_correct__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.17 PM (5),AI,E20_correct__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.17 PM,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM (1),AI,E20_wrong__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM (2),AI,E20_correct__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM (3),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM (4),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM (5),AI,E20_correct__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM (6),AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.13.18 PM,AI,E20_correct__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (1),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (2),AI,E20_correct__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (3),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (4),AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (5),AI,E20_correct__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (6),AI,E20_wrong__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM (7),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.28.11 PM,AI,E20_correct__E24_correct,E21_wrong__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.31.09 PM,AI,E20_correct__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.37.12 PM (1),AI,E20_correct__E24_correct,E21_correct__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.37.12 PM (2),AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.37.12 PM (3),AI,E20_correct__E24_correct,E21_wrong__E24_correct,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.37.12 PM,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.39.57 PM (1),AI,E20_correct__E24_wrong,E21_correct__E24_wrong,generator_unknown,none
WhatsApp N=67 Benchmark,WhatsApp Image 2026-09-17 at 4.39.57 PM,AI,E20_wrong__E24_correct,E21_correct__E24_correct,generator_unknown,none
